LOGNAME,1823514,0007/0001.csv
GYRS,9821220,100000000
ACC,9824720,-67832,-459696,864248
MSG,9824762,Gyroscope not ready
GYRS,9824767,100000000
ACC,9828269,-124440,-509960,905728
MSG,9828311,Gyroscope not ready
GYRS,9828316,100000000
ACC,9831865,-139568,-500688,877424
MSG,9831907,Gyroscope not ready
GYRS,9831911,100000000
ACC,9835417,-126880,-497760,880352
MSG,9835473,Gyroscope not ready
GYRS,9835478,100000000
ACC,9838969,-103456,-482632,854000
MSG,9839011,Gyroscope not ready
GYRS,9839016,100000000
ACC,9842521,-96136,-487024,884256
MSG,9842563,Gyroscope not ready
GYRS,9842568,100000000
ACC,9846074,-113216,-480192,870592
MSG,9846115,Gyroscope not ready
GYRS,9846120,100000000
ACC,9849665,-116144,-484584,869128
MSG,9849707,Gyroscope not ready
GYRS,9849712,100000000
ACC,9853217,-119560,-500688,878400
MSG,9853259,Gyroscope not ready
GYRS,9853278,100000000
ACC,9856766,-114192,-486536,870592
MSG,9856808,Gyroscope not ready
GYRS,9856813,100000000
ACC,9860319,-102480,-494832,870592
MSG,9860361,Gyroscope not ready
GYRS,9860366,100000000
ACC,9863918,-107360,-486048,864248
MSG,9863960,Gyroscope not ready
GYRS,9863964,100000000
ACC,9867474,-114192,-489952,873520
MSG,9867516,Gyroscope not ready
GYRS,9867521,100000000
ACC,9871026,-112240,-485560,870592
MSG,9871068,Gyroscope not ready
GYRS,9871073,100000000
ACC,9874582,-112240,-490928,867664
MSG,9874638,Gyroscope not ready
GYRS,9874643,100000000
ACC,9878135,-109312,-486536,872544
MSG,9878176,Gyroscope not ready
GYRS,9878181,100000000
ACC,9881731,-114192,-488976,869616
MSG,9881773,Gyroscope not ready
GYRS,9881777,100000000
ACC,9885287,-110288,-488976,872544
MSG,9885329,Gyroscope not ready
GYRS,9885334,100000000
ACC,9888840,-113216,-490928,871568
MSG,9888882,Gyroscope not ready
GYRS,9888887,100000000
ACC,9892397,-119072,-490928,880352
MSG,9892438,Gyroscope not ready
GYRS,9892457,100000000
ACC,9895997,-110288,-493856,871568
MSG,9896039,Gyroscope not ready
GYRS,9896043,100000000
ACC,9899554,-113216,-488976,873520
MSG,9899596,Gyroscope not ready
GYRS,9899600,100000000
ACC,9903110,-108336,-486048,866688
MSG,9903152,Gyroscope not ready
GYRS,9903157,100000000
ACC,9906661,-116144,-489952,872544
MSG,9906703,Gyroscope not ready
GYRS,9906708,100000000
ACC,9910214,-111264,-493856,873520
MSG,9910256,Gyroscope not ready
GYRS,9910261,100000000
ACC,9913813,-122976,-489952,869616
MSG,9913869,Gyroscope not ready
GYRS,9913874,100000000
ACC,9917364,-118096,-491904,879376
MSG,9917406,Gyroscope not ready
GYRS,9917411,100000000
ACC,9920920,-111264,-488976,871568
MSG,9920962,Gyroscope not ready
GYRS,9920967,100000000
ACC,9924471,-109312,-485072,868640
MSG,9924513,Gyroscope not ready
GYRS,9924518,100000000
ACC,9928071,-108336,-491904,872544
MSG,9928113,Gyroscope not ready
GYRS,9928118,100000000
ACC,9931627,-113216,-488976,870592
MSG,9931669,Gyroscope not ready
GYRS,9931674,100000000
ACC,9935185,-116144,-489952,874496
MSG,9935227,Gyroscope not ready
GYRS,9935232,100000000
ACC,9938737,-113216,-488000,875472
MSG,9938778,Gyroscope not ready
GYRS,9938783,100000000
ACC,9942293,-116632,-489952,870592
MSG,9942335,Gyroscope not ready
GYRS,9942340,100000000
ACC,9945892,-118584,-495808,871568
MSG,9945934,Gyroscope not ready
GYRS,9945939,100000000
ACC,9949445,-111264,-488976,876448
MSG,9949487,Gyroscope not ready
GYRS,9949491,100000000
ACC,9953001,-112240,-488976,867176
MSG,9953057,Gyroscope not ready
GYRS,9953062,100000000
ACC,9956554,-112240,-488000,868640
MSG,9956596,Gyroscope not ready
GYRS,9956601,100000000
ACC,9960153,-112240,-488976,874496
MSG,9960195,Gyroscope not ready
GYRS,9960200,100000000
ACC,9963709,-114192,-488976,873520
MSG,9963751,Gyroscope not ready
GYRS,9963756,100000000
ACC,9967266,-110288,-485072,876448
MSG,9967307,Gyroscope not ready
GYRS,9967312,100000000
ACC,9970822,-115168,-489952,871568
MSG,9970864,Gyroscope not ready
GYRS,9970869,100000000
ACC,9974380,-110288,-487024,864248
MSG,9974422,Gyroscope not ready
GYRS,9974426,100000000
ACC,9977979,-109312,-490928,870592
MSG,9978021,Gyroscope not ready
GYRS,9978026,100000000
ACC,9981535,-117120,-494832,877424
MSG,9981577,Gyroscope not ready
GYRS,9981582,100000000
ACC,9985091,-114192,-493856,874496
MSG,9985133,Gyroscope not ready
GYRS,9985138,100000000
ACC,9988647,-114192,-494832,868640
MSG,9988689,Gyroscope not ready
GYRS,9988694,100000000
ACC,9992246,-116144,-484584,864736
MSG,9992302,Gyroscope not ready
GYRS,9992307,100000000
ACC,9995802,-111264,-486536,866688
MSG,9995843,Gyroscope not ready
GYRS,9995848,100000000
ACC,9999358,-111264,-488000,870592
MSG,9999399,Gyroscope not ready
GYRS,9999404,100000000
ACC,10002910,-111264,-488000,873520
MSG,10002952,Gyroscope not ready
GYRS,10002957,100000000
ACC,10006466,-117608,-484584,868640
MSG,10006508,Gyroscope not ready
GYRS,10006513,100000000
ACC,10010065,-115168,-490928,865224
MSG,10010107,Gyroscope not ready
GYRS,10010125,100000000
ACC,10013620,-110288,-489952,871568
MSG,10013662,Gyroscope not ready
GYRS,10013667,100000000
ACC,10017176,-111264,-492880,871568
MSG,10017218,Gyroscope not ready
GYRS,10017223,100000000
ACC,10020729,-116144,-486048,871568
MSG,10020771,Gyroscope not ready
GYRS,10020776,100000000
ACC,10024327,-112240,-494832,871568
MSG,10024369,Gyroscope not ready
GYRS,10024374,100000000
ACC,10027883,-112240,-491904,870592
MSG,10027925,Gyroscope not ready
GYRS,10027930,100000000
ACC,10031439,-112240,-491904,872544
MSG,10031495,Gyroscope not ready
GYRS,10031500,100000000
ACC,10034994,-113216,-490928,867176
MSG,10035036,Gyroscope not ready
GYRS,10035041,100000000
ACC,10038546,-113216,-489952,870592
MSG,10038588,Gyroscope not ready
GYRS,10038593,100000000
ACC,10042144,-108336,-490928,870592
MSG,10042186,Gyroscope not ready
GYRS,10042191,100000000
ACC,10045700,-109312,-491904,871568
MSG,10045742,Gyroscope not ready
GYRS,10045747,100000000
ACC,10049250,-112240,-489952,872544
MSG,10049306,Gyroscope not ready
GYRS,10049311,100000000
ACC,10052803,-113216,-490928,869616
MSG,10052845,Gyroscope not ready
GYRS,10052849,100000000
ACC,10056401,-114192,-494832,863272
MSG,10056443,Gyroscope not ready
GYRS,10056448,100000000
ACC,10059957,-114192,-488976,873520
MSG,10059999,Gyroscope not ready
GYRS,10060004,100000000
ACC,10063508,-114192,-490928,865712
MSG,10063550,Gyroscope not ready
GYRS,10063555,100000000
ACC,10067064,-112240,-492880,871568
MSG,10067106,Gyroscope not ready
GYRS,10067125,100000000
ACC,10070615,-113216,-492880,864248
MSG,10070657,Gyroscope not ready
GYRS,10070662,100000000
ACC,10074209,-113216,-488976,868640
MSG,10074250,Gyroscope not ready
GYRS,10074255,100000000
ACC,10077762,-113216,-495808,875472
MSG,10077804,Gyroscope not ready
GYRS,10077808,100000000
ACC,10081317,-114192,-489952,871568
MSG,10081359,Gyroscope not ready
GYRS,10081364,100000000
ACC,10084873,-111264,-495808,874496
MSG,10084915,Gyroscope not ready
GYRS,10084920,100000000
ACC,10088471,-112240,-489952,868640
MSG,10088527,Gyroscope not ready
GYRS,10088532,100000000
ACC,10091976,-115168,-491904,871568
MSG,10092018,Gyroscope not ready
GYRS,10092023,100000000
ACC,10095477,-114192,-492880,873520
MSG,10095520,Gyroscope not ready
GYRS,10095524,100000000
ACC,10098979,-111264,-489952,869616
MSG,10099021,Gyroscope not ready
GYRS,10099026,100000000
ACC,10102481,-110288,-492880,871568
MSG,10102523,Gyroscope not ready
GYRS,10102528,100000000
ACC,10106000,-110288,-490928,869616
MSG,10106055,Gyroscope not ready
GYRS,10106060,100000000
ACC,10110127,-113216,-488976,868152
MSG,10110169,Gyroscope not ready
GYRS,10110174,100000000
ACC,10113720,-114192,-488976,876448
MSG,10113762,Gyroscope not ready
GYRS,10113767,100000000
ACC,10117312,-108336,-488000,871568
MSG,10117354,Gyroscope not ready
GYRS,10117359,100000000
ACC,10120948,-113216,-488000,874496
MSG,10120990,Gyroscope not ready
GYRS,10120995,100000000
ACC,10124541,-115168,-488000,873520
MSG,10124583,Gyroscope not ready
GYRS,10124601,100000000
ACC,10128106,-114192,-487024,871568
MSG,10128148,Gyroscope not ready
GYRS,10128153,100000000
ACC,10131662,-110288,-490928,869616
MSG,10131704,Gyroscope not ready
GYRS,10131709,100000000
ACC,10135257,-110288,-489952,872544
MSG,10135299,Gyroscope not ready
GYRS,10135304,100000000
ACC,10138810,-114192,-488000,867664
MSG,10138852,Gyroscope not ready
GYRS,10138857,100000000
ACC,10142366,-114192,-488000,875472
MSG,10142408,Gyroscope not ready
GYRS,10142413,100000000
ACC,10145922,-111264,-492880,866688
MSG,10145978,Gyroscope not ready
GYRS,10145983,100000000
ACC,10149477,-116144,-493856,869616
MSG,10149519,Gyroscope not ready
GYRS,10149524,100000000
ACC,10153075,-111264,-489952,870592
MSG,10153117,Gyroscope not ready
GYRS,10153122,100000000
ACC,10156631,-111264,-487512,873520
MSG,10156673,Gyroscope not ready
GYRS,10156678,100000000
ACC,10160187,-114192,-488976,870592
MSG,10160229,Gyroscope not ready
GYRS,10160234,100000000
ACC,10163742,-116144,-487024,865712
MSG,10163798,Gyroscope not ready
GYRS,10163803,100000000
ACC,10167341,-110288,-490928,872544
MSG,10167383,Gyroscope not ready
GYRS,10167388,100000000
ACC,10170896,-114192,-488976,876448
MSG,10170938,Gyroscope not ready
GYRS,10170943,100000000
ACC,10174452,-117120,-493856,870592
MSG,10174494,Gyroscope not ready
GYRS,10174499,100000000
ACC,10178008,-108336,-490928,872544
MSG,10178050,Gyroscope not ready
GYRS,10178055,100000000
ACC,10181563,-111264,-490928,872544
MSG,10181605,Gyroscope not ready
GYRS,10181624,100000000
ACC,10185158,-110288,-489952,870592
MSG,10185200,Gyroscope not ready
GYRS,10185205,100000000
ACC,10188711,-112240,-486048,873520
MSG,10188753,Gyroscope not ready
GYRS,10188758,100000000
ACC,10192261,-114680,-493856,871568
MSG,10192303,Gyroscope not ready
GYRS,10192308,100000000
ACC,10195817,-115168,-488976,867664
MSG,10195859,Gyroscope not ready
GYRS,10195864,100000000
ACC,10199415,-113216,-493856,874496
MSG,10199457,Gyroscope not ready
GYRS,10199462,100000000
ACC,10202969,-109312,-491904,871568
MSG,10203025,Gyroscope not ready
GYRS,10203030,100000000
ACC,10206521,-110288,-485560,873520
MSG,10206563,Gyroscope not ready
GYRS,10206568,100000000
ACC,10210071,-114192,-493856,872544
MSG,10210113,Gyroscope not ready
GYRS,10210118,100000000
ACC,10213627,-108336,-488000,867664
MSG,10213669,Gyroscope not ready
GYRS,10213674,100000000
ACC,10217225,-113216,-489952,867176
MSG,10217267,Gyroscope not ready
GYRS,10217272,100000000
ACC,10220780,-113216,-489952,869128
MSG,10220836,Gyroscope not ready
GYRS,10220841,100000000
ACC,10224330,-108336,-493856,871568
MSG,10224372,Gyroscope not ready
GYRS,10224377,100000000
ACC,10227886,-114192,-494832,873520
MSG,10227928,Gyroscope not ready
GYRS,10227933,100000000
ACC,10231484,-110288,-488976,870592
MSG,10231526,Gyroscope not ready
GYRS,10231531,100000000
ACC,10235036,-110288,-491904,869616
MSG,10235078,Gyroscope not ready
GYRS,10235083,100000000
ACC,10238591,-116144,-493856,867664
MSG,10238633,Gyroscope not ready
GYRS,10238652,100000000
ACC,10242147,-118096,-488976,864248
MSG,10242189,Gyroscope not ready
GYRS,10242194,100000000
ACC,10245702,-112240,-488000,868640
MSG,10245744,Gyroscope not ready
GYRS,10245749,100000000
ACC,10249298,-113216,-487024,876448
MSG,10249340,Gyroscope not ready
GYRS,10249345,100000000
ACC,10252850,-113216,-486536,869616
MSG,10252892,Gyroscope not ready
GYRS,10252897,100000000
ACC,10256405,-113216,-485072,877424
MSG,10256447,Gyroscope not ready
GYRS,10256452,100000000
ACC,10259956,-114192,-488976,874496
MSG,10260012,Gyroscope not ready
GYRS,10260017,100000000
ACC,10263555,-113216,-489952,868640
MSG,10263597,Gyroscope not ready
GYRS,10263602,100000000
ACC,10267111,-115168,-488000,872544
MSG,10267153,Gyroscope not ready
GYRS,10267158,100000000
ACC,10270666,-116144,-493856,873520
MSG,10270708,Gyroscope not ready
GYRS,10270713,100000000
ACC,10274219,-111264,-483608,870592
MSG,10274261,Gyroscope not ready
GYRS,10274266,100000000
ACC,10277771,-108336,-487024,874496
MSG,10277827,Gyroscope not ready
GYRS,10277832,100000000
ACC,10281369,-113216,-492880,876448
MSG,10281411,Gyroscope not ready
GYRS,10281416,100000000
ACC,10284924,-112240,-489952,872544
MSG,10284967,Gyroscope not ready
GYRS,10284972,100000000
ACC,10288480,-111264,-488000,874496
MSG,10288522,Gyroscope not ready
GYRS,10288527,100000000
ACC,10292036,-113216,-489952,874496
MSG,10292078,Gyroscope not ready
GYRS,10292083,100000000
ACC,10295631,-116144,-488976,871568
MSG,10295673,Gyroscope not ready
GYRS,10295691,100000000
ACC,10299186,-113216,-489952,875472
MSG,10299228,Gyroscope not ready
GYRS,10299233,100000000
ACC,10302736,-111264,-490928,866688
MSG,10302778,Gyroscope not ready
GYRS,10302783,100000000
ACC,10306291,-114192,-490928,865712
MSG,10306333,Gyroscope not ready
GYRS,10306339,100000000
ACC,10309846,-112240,-491904,875472
MSG,10309888,Gyroscope not ready
GYRS,10309893,100000000
ACC,10313445,-114192,-487024,869128
MSG,10313487,Gyroscope not ready
GYRS,10313492,100000000
ACC,10317000,-112240,-488000,871568
MSG,10317056,Gyroscope not ready
GYRS,10317061,100000000
ACC,10320556,-119560,-487024,877424
MSG,10320597,Gyroscope not ready
GYRS,10320602,100000000
ACC,10324111,-112240,-488000,871568
MSG,10324153,Gyroscope not ready
GYRS,10324158,100000000
ACC,10327709,-111264,-492880,875472
MSG,10327751,Gyroscope not ready
GYRS,10327756,100000000
ACC,10331264,-110288,-494832,871568
MSG,10331306,Gyroscope not ready
GYRS,10331311,100000000
ACC,10334819,-112240,-492880,873520
MSG,10334875,Gyroscope not ready
GYRS,10334880,100000000
ACC,10338373,-111264,-486048,875472
MSG,10338415,Gyroscope not ready
GYRS,10338420,100000000
ACC,10341928,-113216,-486048,870592
MSG,10341970,Gyroscope not ready
GYRS,10341975,100000000
ACC,10345521,-115168,-487512,867664
MSG,10345563,Gyroscope not ready
GYRS,10345568,100000000
ACC,10349076,-111264,-488976,874496
MSG,10349118,Gyroscope not ready
GYRS,10349123,100000000
ACC,10352627,-113216,-482632,872544
MSG,10352669,Gyroscope not ready
GYRS,10352687,100000000
ACC,10356182,-111264,-490928,876448
MSG,10356224,Gyroscope not ready
GYRS,10356229,100000000
ACC,10359777,-109312,-490928,869616
MSG,10359819,Gyroscope not ready
GYRS,10359824,100000000
ACC,10363328,-112240,-492880,874496
MSG,10363370,Gyroscope not ready
GYRS,10363375,100000000
ACC,10366883,-108336,-489952,876448
MSG,10366925,Gyroscope not ready
GYRS,10366930,100000000
ACC,10370438,-113216,-488000,872544
MSG,10370480,Gyroscope not ready
GYRS,10370485,100000000
ACC,10373989,-111264,-490928,875472
MSG,10374045,Gyroscope not ready
GYRS,10374050,100000000
ACC,10377587,-114192,-488000,869616
MSG,10377629,Gyroscope not ready
GYRS,10377634,100000000
ACC,10381142,-114192,-492880,874496
MSG,10381184,Gyroscope not ready
GYRS,10381189,100000000
ACC,10384693,-109312,-486048,869616
MSG,10384735,Gyroscope not ready
GYRS,10384740,100000000
ACC,10388249,-111264,-488976,868640
MSG,10388291,Gyroscope not ready
GYRS,10388296,100000000
ACC,10391847,-114192,-493856,871568
MSG,10391903,Gyroscope not ready
GYRS,10391908,100000000
ACC,10395399,-112240,-490928,872544
MSG,10395441,Gyroscope not ready
GYRS,10395446,100000000
ACC,10398954,-111264,-489952,870592
MSG,10398996,Gyroscope not ready
GYRS,10399001,100000000
ACC,10402504,-115168,-494832,874496
MSG,10402546,Gyroscope not ready
GYRS,10402551,100000000
ACC,10406059,-112240,-489952,870592
MSG,10406101,Gyroscope not ready
GYRS,10406106,100000000
ACC,10409657,-116144,-490928,869616
MSG,10409699,Gyroscope not ready
GYRS,10409718,100000000
ACC,10413213,-113216,-488000,871568
MSG,10413255,Gyroscope not ready
GYRS,10413260,100000000
ACC,10416768,-115168,-495808,868640
MSG,10416810,Gyroscope not ready
GYRS,10416815,100000000
ACC,10420320,-112240,-484584,873520
MSG,10420362,Gyroscope not ready
GYRS,10420367,100000000
ACC,10423918,-113216,-494832,870592
MSG,10423960,Gyroscope not ready
GYRS,10423965,100000000
ACC,10427474,-112240,-491904,864736
MSG,10427516,Gyroscope not ready
GYRS,10427521,100000000
ACC,10431029,-117120,-491904,870592
MSG,10431085,Gyroscope not ready
GYRS,10431090,100000000
ACC,10434580,-112240,-491904,872544
MSG,10434622,Gyroscope not ready
GYRS,10434627,100000000
ACC,10438135,-112240,-491904,869616
MSG,10438177,Gyroscope not ready
GYRS,10438182,100000000
ACC,10441730,-111264,-492880,867664
MSG,10441772,Gyroscope not ready
GYRS,10441776,100000000
ACC,10445279,-117608,-492880,869616
MSG,10445321,Gyroscope not ready
GYRS,10445326,100000000
ACC,10448831,-113216,-488976,864736
MSG,10448887,Gyroscope not ready
GYRS,10448892,100000000
ACC,10452383,-114192,-483608,863272
MSG,10452425,Gyroscope not ready
GYRS,10452430,100000000
ACC,10455978,-115168,-490928,869616
MSG,10456020,Gyroscope not ready
GYRS,10456025,100000000
ACC,10459528,-109312,-491904,870592
MSG,10459570,Gyroscope not ready
GYRS,10459575,100000000
ACC,10463084,-110288,-488976,869616
MSG,10463126,Gyroscope not ready
GYRS,10463132,100000000
ACC,10466640,-113216,-483608,866200
MSG,10466682,Gyroscope not ready
GYRS,10466700,100000000
ACC,10470195,-113216,-491904,867664
MSG,10470237,Gyroscope not ready
GYRS,10470242,100000000
ACC,10473790,-107360,-488000,868152
MSG,10473832,Gyroscope not ready
GYRS,10473837,100000000
ACC,10477342,-112240,-487024,869616
MSG,10477384,Gyroscope not ready
GYRS,10477389,100000000
ACC,10480893,-110288,-485560,863760
MSG,10480935,Gyroscope not ready
GYRS,10480940,100000000
ACC,10484443,-112240,-493856,869616
MSG,10484485,Gyroscope not ready
GYRS,10484490,100000000
ACC,10488041,-115168,-488976,867664
MSG,10488097,Gyroscope not ready
GYRS,10488102,100000000
ACC,10491594,-115168,-488976,867176
MSG,10491636,Gyroscope not ready
GYRS,10491641,100000000
ACC,10495149,-110288,-489464,874496
MSG,10495191,Gyroscope not ready
GYRS,10495196,100000000
ACC,10498704,-118096,-488976,871568
MSG,10498746,Gyroscope not ready
GYRS,10498751,100000000
ACC,10502259,-112240,-490928,868640
MSG,10502301,Gyroscope not ready
GYRS,10502306,100000000
ACC,10505858,-112240,-488000,870592
MSG,10505913,Gyroscope not ready
GYRS,10505918,100000000
ACC,10509409,-117120,-486536,867664
MSG,10509451,Gyroscope not ready
GYRS,10509456,100000000
ACC,10512964,-116144,-488000,878400
MSG,10513006,Gyroscope not ready
GYRS,10513011,100000000
ACC,10516519,-114680,-492880,868640
MSG,10516561,Gyroscope not ready
GYRS,10516566,100000000
ACC,10520111,-114192,-490928,870592
MSG,10520154,Gyroscope not ready
GYRS,10520159,100000000
ACC,10523666,-116144,-488000,873520
MSG,10523708,Gyroscope not ready
GYRS,10523727,100000000
ACC,10527221,-114192,-485072,866688
MSG,10527263,Gyroscope not ready
GYRS,10527268,100000000
ACC,10530777,-112240,-488000,872544
MSG,10530819,Gyroscope not ready
GYRS,10530824,100000000
ACC,10534332,-115168,-489952,869616
MSG,10534374,Gyroscope not ready
GYRS,10534379,100000000
ACC,10537930,-114192,-492880,877424
MSG,10537972,Gyroscope not ready
GYRS,10537977,100000000
ACC,10541485,-112240,-488976,873520
MSG,10541527,Gyroscope not ready
GYRS,10541532,100000000
ACC,10545041,-114192,-490928,868640
MSG,10545097,Gyroscope not ready
GYRS,10545102,100000000
ACC,10548594,-112240,-488000,870592
MSG,10548636,Gyroscope not ready
GYRS,10548641,100000000
ACC,10552194,-109312,-487512,866688
MSG,10552236,Gyroscope not ready
GYRS,10552241,100000000
ACC,10555746,-117608,-492880,875472
MSG,10555788,Gyroscope not ready
GYRS,10555793,100000000
ACC,10559302,-114192,-493856,868152
MSG,10559344,Gyroscope not ready
GYRS,10559349,100000000
ACC,10562858,-112240,-490928,871080
MSG,10562914,Gyroscope not ready
GYRS,10562919,100000000
ACC,10566414,-110288,-488976,873520
MSG,10566456,Gyroscope not ready
GYRS,10566461,100000000
ACC,10570009,-113216,-493856,870592
MSG,10570051,Gyroscope not ready
GYRS,10570056,100000000
ACC,10573566,-116144,-493856,867176
MSG,10573608,Gyroscope not ready
GYRS,10573613,100000000
ACC,10577120,-113216,-488976,869616
MSG,10577162,Gyroscope not ready
GYRS,10577167,100000000
ACC,10580673,-113216,-488488,872544
MSG,10580715,Gyroscope not ready
GYRS,10580735,100000000
ACC,10584273,-113216,-487512,869616
MSG,10584315,Gyroscope not ready
GYRS,10584320,100000000
ACC,10587828,-112240,-488976,870592
MSG,10587870,Gyroscope not ready
GYRS,10587875,100000000
ACC,10591384,-111264,-488976,865712
MSG,10591426,Gyroscope not ready
GYRS,10591431,100000000
ACC,10594941,-112240,-492880,863272
MSG,10594983,Gyroscope not ready
GYRS,10594988,100000000
ACC,10598497,-114192,-489952,872544
MSG,10598539,Gyroscope not ready
GYRS,10598544,100000000
ACC,10602097,-119072,-489952,876448
MSG,10602153,Gyroscope not ready
GYRS,10602158,100000000
ACC,10605648,-115168,-488000,873520
MSG,10605690,Gyroscope not ready
GYRS,10605695,100000000
ACC,10609201,-108336,-490928,876448
MSG,10609243,Gyroscope not ready
GYRS,10609247,100000000
ACC,10612757,-115168,-491904,872544
MSG,10612799,Gyroscope not ready
GYRS,10612804,100000000
ACC,10616353,-109312,-489952,873520
MSG,10616395,Gyroscope not ready
GYRS,10616400,100000000
ACC,10619910,-111264,-488000,872544
MSG,10619966,Gyroscope not ready
GYRS,10619971,100000000
ACC,10623466,-117120,-490928,870592
MSG,10623508,Gyroscope not ready
GYRS,10623513,100000000
ACC,10627022,-114192,-488976,868640
MSG,10627064,Gyroscope not ready
GYRS,10627069,100000000
ACC,10630578,-113216,-493856,872544
MSG,10630620,Gyroscope not ready
GYRS,10630625,100000000
ACC,10634177,-112240,-491904,867664
MSG,10634219,Gyroscope not ready
GYRS,10634224,100000000
ACC,10637733,-115168,-488976,872544
MSG,10637775,Gyroscope not ready
GYRS,10637794,100000000
ACC,10641284,-109312,-489952,864248
MSG,10641327,Gyroscope not ready
GYRS,10641332,100000000
ACC,10644836,-108336,-488976,868640
MSG,10644878,Gyroscope not ready
GYRS,10644883,100000000
ACC,10648436,-113216,-488000,873520
MSG,10648478,Gyroscope not ready
GYRS,10648483,100000000
ACC,10651992,-114192,-490928,867664
MSG,10652034,Gyroscope not ready
GYRS,10652039,100000000
ACC,10655545,-116144,-491904,866688
MSG,10655587,Gyroscope not ready
GYRS,10655592,100000000
ACC,10659101,-111264,-484096,870592
MSG,10659157,Gyroscope not ready
GYRS,10659162,100000000
ACC,10662657,-112240,-490928,869616
MSG,10662699,Gyroscope not ready
GYRS,10662704,100000000
ACC,10666256,-112240,-488976,871568
MSG,10666298,Gyroscope not ready
GYRS,10666303,100000000
ACC,10669812,-117120,-491904,861320
MSG,10669854,Gyroscope not ready
GYRS,10669859,100000000
ACC,10673365,-116144,-492880,869616
MSG,10673407,Gyroscope not ready
GYRS,10673412,100000000
ACC,10676917,-112240,-490928,870592
MSG,10676972,Gyroscope not ready
GYRS,10676977,100000000
ACC,10680516,-111264,-488976,869616
MSG,10680558,Gyroscope not ready
GYRS,10680563,100000000
ACC,10684072,-115168,-486048,864736
MSG,10684114,Gyroscope not ready
GYRS,10684119,100000000
ACC,10687628,-110288,-488976,871568
MSG,10687670,Gyroscope not ready
GYRS,10687675,100000000
ACC,10691184,-114192,-492880,867176
MSG,10691226,Gyroscope not ready
GYRS,10691231,100000000
ACC,10694741,-115168,-488000,873520
MSG,10694783,Gyroscope not ready
GYRS,10694802,100000000
ACC,10698266,-117120,-488976,873520
MSG,10698308,Gyroscope not ready
GYRS,10698313,100000000
ACC,10701762,-111264,-488000,866200
MSG,10701804,Gyroscope not ready
GYRS,10701809,100000000
ACC,10705264,-114192,-487024,868152
MSG,10705307,Gyroscope not ready
GYRS,10705312,100000000
ACC,10708765,-112240,-490928,870592
MSG,10708807,Gyroscope not ready
GYRS,10708812,100000000
ACC,10712330,-113216,-488000,868640
MSG,10712372,Gyroscope not ready
GYRS,10712377,100000000
ACC,10715833,-116144,-489952,869616
MSG,10715889,Gyroscope not ready
GYRS,10715894,100000000
ACC,10721545,-115168,-492880,870592
MSG,10721587,Gyroscope not ready
GYRS,10721592,100000000
ACC,10725191,-112240,-485560,870592
MSG,10725233,Gyroscope not ready
GYRS,10725238,100000000
ACC,10728798,-109312,-489952,874496
MSG,10728840,Gyroscope not ready
GYRS,10728845,100000000
ACC,10732404,-112240,-488000,873520
MSG,10732446,Gyroscope not ready
GYRS,10732451,100000000
ACC,10736010,-112240,-493856,871568
MSG,10736066,Gyroscope not ready
GYRS,10736071,100000000
ACC,10739590,-114192,-490928,875472
MSG,10739632,Gyroscope not ready
GYRS,10739637,100000000
ACC,10743199,-110288,-490928,869616
MSG,10743241,Gyroscope not ready
GYRS,10743246,100000000
ACC,10746769,-116144,-494832,871568
MSG,10746811,Gyroscope not ready
GYRS,10746816,100000000
ACC,10750336,-113216,-490928,872544
MSG,10750378,Gyroscope not ready
GYRS,10750383,100000000
ACC,10753906,-111264,-483608,868640
MSG,10753948,Gyroscope not ready
GYRS,10753966,100000000
ACC,10757514,-113216,-493856,866200
MSG,10757556,Gyroscope not ready
GYRS,10757561,100000000
ACC,10761084,-117120,-491904,877424
MSG,10761126,Gyroscope not ready
GYRS,10761131,100000000
ACC,10764654,-113216,-490440,870592
MSG,10764696,Gyroscope not ready
GYRS,10764701,100000000
ACC,10768223,-108336,-488000,877424
MSG,10768265,Gyroscope not ready
GYRS,10768270,100000000
ACC,10771790,-115168,-484096,870104
MSG,10771832,Gyroscope not ready
GYRS,10771837,100000000
ACC,10775403,-113216,-493856,874496
MSG,10775459,Gyroscope not ready
GYRS,10775464,100000000
ACC,10778968,-115168,-486048,869616
MSG,10779010,Gyroscope not ready
GYRS,10779015,100000000
ACC,10782538,-116144,-491904,874496
MSG,10782580,Gyroscope not ready
GYRS,10782585,100000000
ACC,10786104,-113216,-489952,867664
MSG,10786146,Gyroscope not ready
GYRS,10786151,100000000
ACC,10789718,-120536,-490928,873520
MSG,10789760,Gyroscope not ready
GYRS,10789765,100000000
ACC,10793288,-115168,-492880,869616
MSG,10793344,Gyroscope not ready
GYRS,10793349,100000000
ACC,10796858,-109312,-490928,872544
MSG,10796900,Gyroscope not ready
GYRS,10796905,100000000
ACC,10800427,-114192,-497760,863760
MSG,10800469,Gyroscope not ready
GYRS,10800474,100000000
ACC,10803992,-113216,-486536,869616
MSG,10804034,Gyroscope not ready
GYRS,10804039,100000000
ACC,10807605,-111264,-496784,864248
MSG,10807647,Gyroscope not ready
GYRS,10807652,100000000
ACC,10811176,-117120,-487024,865712
MSG,10811218,Gyroscope not ready
GYRS,10811236,100000000
ACC,10814742,-118584,-491904,870592
MSG,10814784,Gyroscope not ready
GYRS,10814789,100000000
ACC,10818312,-111264,-491904,872544
MSG,10818354,Gyroscope not ready
GYRS,10818359,100000000
